bs_id,latitude,longitude,workload,observed_slots,mean_sms-in,mean_sms-out,mean_call-in,mean_call-out,mean_internet
MI_B2042,45.52772605,9.26130628,385.6945191068,8784,24.7992848025,12.6268728560,18.1483178562,17.9214586388,385.6945191068
MI_B2043,45.52771214,9.26732503,449.2757088254,8784,30.6687536871,20.0146117827,23.4585094530,25.5220464239,449.2757088254
MI_B2044,45.52769786,9.27334377,375.8366620686,8784,29.3725144814,17.2276459285,20.9562187333,23.3193321341,375.8366620686
MI_B2045,45.52768330,9.27936251,629.7132577907,8784,38.8086105291,19.0153695486,24.9157440022,27.0507480062,629.7132577907
MI_B2046,45.52766843,9.28538125,450.2234978778,8784,28.5055587473,14.6586195642,16.9038425134,17.7707052330,450.2234978778
MI_B2047,45.52765328,9.29140000,332.9553967396,8784,19.5706337399,11.2595561886,12.7215304072,12.7945726917,332.9553967396
MI_B2048,45.52763768,9.29741871,179.8751917328,8784,11.6076493406,7.2346482206,8.0446458084,8.2571924417,179.8751917328
MI_B2049,45.52762191,9.30343744,150.8028666350,8784,9.6507109891,5.4542363320,5.8857379476,6.5611647251,150.8028666350
MI_B2050,45.52760575,9.30945616,137.7463732978,8784,7.6356944137,4.3366505800,4.3311778085,4.7217392946,137.7463732978
MI_B2051,45.53225451,9.01453597,68.4243942008,8784,7.7372694945,3.7691827978,5.0341038648,5.1775261886,68.4243942008
MI_B2052,45.53225358,9.02055527,133.1798806001,8784,11.9485816491,5.9335340190,7.8357849768,8.0636208063,133.1798806001
MI_B2053,45.53225236,9.02657457,146.4890569862,8784,12.8541939927,6.4098800697,8.4478860945,8.6945795868,146.4890569862
MI_B2054,45.53225077,9.03259386,155.3948054048,8784,12.8462189114,6.3596223207,8.4172582058,8.6613285806,155.3948054048
MI_B2055,45.53224891,9.03861316,233.6775638517,8784,18.4785130668,9.1497593758,12.0174221500,12.8716938622,233.6775638517
MI_B2056,45.53224672,9.04463246,255.7159510960,8784,21.3701009006,10.7062347165,14.2901349875,15.8712372507,255.7159510960
MI_B2057,45.53224421,9.05065176,220.1697368152,8784,17.0479453514,8.8901539825,10.5912574801,11.1347048341,220.1697368152
MI_B2058,45.53224135,9.05667104,216.9598591118,8784,12.4941597203,6.7380206823,8.0481334417,8.4808055588,216.9598591118
MI_B2059,45.53223825,9.06269035,196.6030294535,8784,8.1589362516,4.4250269525,5.7070518663,5.9955028162,196.6030294535
MI_B2060,45.53223475,9.06870963,137.0070029329,8784,7.2570000414,3.5987127622,5.1186984668,5.6493815537,137.0070029329
MI_B2061,45.53223099,9.07472893,159.8473996862,8784,8.0891825828,3.9249203881,5.7937590920,6.3879191039,159.8473996862
MI_B2062,45.53222686,9.08074821,146.5486180253,8784,7.7508027450,3.7292799513,5.5607174977,6.1212835210,146.5486180253
MI_B2063,45.53222250,9.08676751,82.2722629312,8784,4.3557746361,2.0377397012,3.3449048687,3.8350884686,82.2722629312
MI_B2064,45.53221774,9.09278680,66.9765517324,8784,3.1552415662,1.4998461114,2.4302976552,2.8732360727,66.9765517324
MI_B2065,45.53221267,9.09880608,145.2214574169,8784,10.2336251819,4.0065883912,7.3021595497,9.0246944094,145.2214574169
MI_B2066,45.53220732,9.10482537,177.5791902701,8784,15.1153624623,5.5779459380,10.9587876487,13.7948789134,177.5791902701
MI_B2067,45.53220168,9.11084466,134.7693757391,8784,12.7784901281,5.5733921255,8.8329527169,10.5059304244,134.7693757391
MI_B2068,45.53219564,9.11686393,125.0272762908,8784,14.8023183963,8.8639099975,9.5974576544,11.1531165106,125.0272762908
MI_B2069,45.53218935,9.12288322,221.7200634633,8784,16.3670621836,9.2808657450,10.3798585513,11.6339189408,221.7200634633
MI_B2070,45.53218270,9.12890249,224.2054988055,8784,14.8944199066,7.4167417691,9.5115332029,11.1715145838,224.2054988055
MI_B2071,45.53217574,9.13492176,293.8822437732,8784,20.8658650327,10.8765438473,13.0143197937,14.9312540647,293.8822437732
MI_B2072,45.53216848,9.14094104,303.4174957318,8784,21.0198557268,11.5809700052,13.4273742486,14.6731603385,303.4174957318
MI_B2073,45.53216088,9.14696030,206.8004262996,8784,16.2222756727,29.8864692490,10.9226759372,12.1070629685,206.8004262996
MI_B2074,45.53215301,9.15297958,171.8922397110,8784,14.0356703779,33.0083085120,11.4924655534,12.6715920821,171.8922397110
MI_B2075,45.53214475,9.15899884,163.1462207877,8784,12.6744951033,13.4918868334,9.9192964418,11.3133491033,163.1462207877
MI_B2076,45.53213626,9.16501811,279.6176991764,8784,20.9850591325,9.2738807192,14.7487721022,17.7800473013,279.6176991764
MI_B2077,45.53212737,9.17103736,192.3768402494,8784,15.2053891366,7.0298826923,10.8283248075,12.5154465553,192.3768402494
MI_B2078,45.53211822,9.17705662,80.4773515408,8784,8.0659284455,4.0997308767,5.9368732181,6.2577201296,80.4773515408
MI_B2079,45.53210873,9.18307588,192.9860129735,8784,15.3102495184,8.3065884943,11.1560149458,11.6690192340,192.9860129735
MI_B2080,45.53209892,9.18909513,187.4244707948,8784,13.2795510258,6.9214034910,9.5206661576,9.9320190980,187.4244707948
MI_B2081,45.53208882,9.19511438,211.6277670544,8784,14.8982374768,7.2027976503,9.8410720528,10.1899811853,211.6277670544
MI_B2082,45.53207833,9.20113362,153.8148874817,8784,12.3970202583,6.3078908964,7.9571378204,8.2644755917,153.8148874817
MI_B2083,45.53206759,9.20715286,143.3787845535,8784,13.0360390295,6.2636733121,9.7382427298,11.1560437937,143.3787845535
MI_B2084,45.53205651,9.21317210,154.6546762593,8784,13.5899909563,5.9219272571,10.9857741013,12.9758600789,154.6546762593
MI_B2085,45.53204514,9.21919134,597.2220550614,8784,42.0575157616,17.2942159680,30.2297218361,31.6782020030,597.2220550614
MI_B2086,45.53203341,9.22521056,987.6789911597,8784,68.1707736786,30.5449052616,47.3633305793,52.3098367939,987.6789911597
MI_B2087,45.53202141,9.23122980,592.1323442646,8784,52.7324243385,28.6872269362,31.6867298418,39.0512235081,592.1323442646
MI_B2088,45.53200907,9.23724902,540.8570306926,8784,38.3554356002,26.3800039068,26.1114720533,28.7640449072,540.8570306926
MI_B2089,45.53199638,9.24326823,531.5729595704,8784,37.5261137748,23.6618430149,26.3082882575,28.7554523230,531.5729595704
MI_B2090,45.53198340,9.24928745,332.3702629305,8784,20.4013551320,14.7105909035,13.6939245693,15.6626445867,332.3702629305
MI_B2091,45.53197012,9.25530666,297.1517606348,8784,18.1716744401,12.4913483192,12.6313541744,13.8033499712,297.1517606348
MI_B2092,45.53195651,9.26132587,258.4716063535,8784,14.4165883889,9.3294616087,10.4278325179,11.4008366189,258.4716063535
MI_B2093,45.53194259,9.26734507,210.2522791928,8784,15.3545056843,10.8587297089,12.5259578842,14.4425741108,210.2522791928
MI_B2094,45.53192834,9.27336427,401.5551412370,8784,30.1617524684,19.6505129551,22.2268388991,24.7681440599,401.5551412370
MI_B2095,45.53191376,9.27938346,468.3427637183,8784,31.2441188096,19.9307426287,21.3430725981,23.2874059846,468.3427637183
MI_B2096,45.53189890,9.28540265,408.9267606067,8784,26.0598913773,16.5329395166,16.8002871021,18.7241808213,408.9267606067
MI_B2097,45.53188370,9.29142183,196.3082236531,8784,14.2170676639,8.8708622961,9.9265688024,10.7039860491,196.3082236531
MI_B2098,45.53186820,9.29744102,151.3782087685,8784,10.3147649835,5.8812832571,6.9398003571,7.9049848171,151.3782087685
MI_B2099,45.53185234,9.30346018,118.9482563363,8784,7.9718819784,3.7461725340,5.0403072587,5.9671590322,118.9482563363
MI_B2100,45.53183619,9.30947935,103.9201456632,8784,6.1144025019,3.0607795953,3.7171426722,4.2898805228,103.9201456632
MI_B2101,45.53648501,9.01453706,114.8980319150,8784,14.0706480876,5.3485357753,9.2754164534,10.0593753518,114.8980319150
MI_B2102,45.53648411,9.02055681,148.4225676272,8784,13.7258016453,6.3980767772,8.9575080786,9.3213152316,148.4225676272
MI_B2103,45.53648285,9.02657656,147.2031542605,8784,12.9280416201,6.4234459730,8.4694746893,8.7215363966,147.2031542605
MI_B2104,45.53648124,9.03259630,147.4688842057,8784,12.9768538471,6.4367833384,8.4893715870,8.7435035902,147.4688842057
MI_B2105,45.53647941,9.03861606,279.2205563541,8784,26.7337317483,13.7235708052,16.8223051007,17.9683177424,279.2205563541
MI_B2106,45.53647720,9.04463580,248.5207460347,8784,22.9886751607,11.5500205230,14.8142781352,16.1120656869,248.5207460347
MI_B2107,45.53647470,9.05065555,265.0508018427,8784,19.0795406141,10.0491035962,12.4767671874,13.1163829208,265.0508018427
MI_B2108,45.53647188,9.05667530,252.8239309944,8784,10.2922532249,5.6850282291,6.6960876974,6.7811528768,252.8239309944
MI_B2109,45.53646872,9.06269504,225.0934353048,8784,8.0037027690,4.0926810627,5.3589513849,5.4337570490,225.0934353048
MI_B2110,45.53646525,9.06871478,326.4535398951,8784,11.4299471865,6.3896425678,7.5148230237,8.3792214272,326.4535398951
MI_B2111,45.53646149,9.07473453,188.3567807099,8784,8.1938290810,4.3325523906,5.6254939174,6.3319262453,188.3567807099
MI_B2112,45.53645741,9.08075428,135.2198682847,8784,7.6294519301,3.8632461420,5.2308155239,5.7077226209,135.2198682847
MI_B2113,45.53645296,9.08677401,72.5843243200,8784,5.2517679470,3.0218131242,3.4064852223,3.7699908543,72.5843243200
MI_B2114,45.53644822,9.09279375,86.3140760647,8784,6.3704324833,3.8218631353,4.2357297992,4.7010941410,86.3140760647
MI_B2115,45.53644322,9.09881350,90.7691829902,8784,6.8460979687,3.9361778947,4.6027736179,5.1377292540,90.7691829902
MI_B2116,45.53643785,9.10483323,135.2162213335,8784,10.6961795524,4.8728810812,7.6862968240,8.8139576798,135.2162213335
MI_B2117,45.53643214,9.11085296,118.6391736579,8784,10.6763044284,7.1565259024,7.6478585380,8.4961451787,118.6391736579
MI_B2118,45.53642614,9.11687269,151.6548940548,8784,15.8637328823,15.5359493443,10.9370616370,12.2815911846,151.6548940548
MI_B2119,45.53641982,9.12289242,236.2865717933,8784,19.3966083924,17.2248350285,12.6977830951,14.1039613676,236.2865717933
MI_B2120,45.53641320,9.12891216,256.9815915613,8784,18.8580643238,10.8574713104,11.5685716598,12.8732193307,256.9815915613
MI_B2121,45.53640624,9.13493188,295.9072314855,8784,21.6701278235,12.0963505481,12.5916350445,14.0068427396,295.9072314855
MI_B2122,45.53639896,9.14095160,209.6420829979,8784,14.5407171750,8.2922107278,9.1977013459,9.7129638257,209.6420829979
MI_B2123,45.53639139,9.14697133,157.1721591667,8784,12.1705892248,7.9644718436,8.1802264129,8.9677508653,157.1721591667
MI_B2124,45.53638344,9.15299104,110.0896110257,8784,9.6594726033,4.3838955505,7.2802830032,8.1738460562,110.0896110257
MI_B2125,45.53637528,9.15901077,174.8375892419,8784,13.1572293437,5.7412148199,10.2553176101,11.9524183300,174.8375892419
MI_B2126,45.53636672,9.16503048,299.8724494834,8784,18.9303690121,8.7817418950,15.4759848035,18.0881904014,299.8724494834
MI_B2127,45.53635784,9.17105018,276.9053061641,8784,18.0867396643,8.4453785643,14.8805737325,16.8391959224,276.9053061641
MI_B2128,45.53634869,9.17706990,225.2416235264,8784,15.3577016729,7.8530578327,11.1355209080,12.0867549501,225.2416235264
MI_B2129,45.53633919,9.18308960,308.2670576296,8784,22.9672243913,11.9664733479,15.6229738886,16.5979821383,308.2670576296
MI_B2130,45.53632942,9.18910931,359.1646380440,8784,33.3471916622,14.9168520155,22.6179602461,24.4774733801,359.1646380440
MI_B2131,45.53631926,9.19512900,360.0743273376,8784,32.0422438459,18.2722999711,23.2190230515,24.3214794783,360.0743273376
MI_B2132,45.53630887,9.20114871,208.9656380234,8784,20.8411213112,11.3265418693,14.3712605437,15.3066044703,208.9656380234
MI_B2133,45.53629807,9.20716839,126.0521022965,8784,11.4034173782,5.6960488192,8.5418661534,9.4848441566,126.0521022965
MI_B2134,45.53628700,9.21318808,247.3985089209,8784,16.9325305635,7.9710989803,11.1054195781,12.9774978267,247.3985089209
MI_B2135,45.53627561,9.21920777,452.1960041191,8784,28.9198813554,14.0321082334,17.4569415676,19.3164006142,452.1960041191
MI_B2136,45.53626385,9.22522744,801.1837294567,8784,66.8471376052,28.8046307472,43.4816119799,47.0884164575,801.1837294567
MI_B2137,45.53625189,9.23124713,793.1122410160,8784,79.1230570646,37.1150768291,51.9982542021,61.1516789600,793.1122410160
MI_B2138,45.53623951,9.23726680,892.7955935815,8784,72.6646135372,35.1343796865,48.5970013980,54.0963338220,892.7955935815
MI_B2139,45.53622690,9.24328648,496.4169980916,8784,37.0618674443,18.1674898565,23.8655399583,26.7469471053,496.4169980916
MI_B2140,45.53621386,9.24930614,125.6927807786,8784,8.8230164654,6.1614241184,5.7702328342,6.6257293806,125.6927807786
MI_B2141,45.53620061,9.25532581,107.9602023059,8784,8.2453281665,6.5592260209,5.8672722706,6.5681026328,107.9602023059
MI_B2142,45.53618698,9.26134546,130.0834493740,8784,7.8635843799,5.3198037938,6.2220702214,7.1012703886,130.0834493740
MI_B2143,45.53617306,9.26736512,209.2755102684,8784,11.2557833434,5.9959056093,8.8234135612,9.8463923374,209.2755102684
MI_B2144,45.53615875,9.27338476,283.4383744710,8784,18.1380468015,10.3827528400,12.5669448977,13.8359161389,283.4383744710
MI_B2145,45.53614427,9.27940442,385.4997631135,8784,27.6219285307,15.9223750454,17.5352763008,19.7759932250,385.4997631135
MI_B2146,45.53612936,9.28542405,310.4896304712,8784,22.1989811652,13.4383334221,15.0625095083,16.8745558577,310.4896304712
MI_B2147,45.53611415,9.29144368,170.4191221067,8784,12.2818211412,7.2767287512,8.5491164785,9.6779488846,170.4191221067
MI_B2148,45.53609861,9.29746331,141.2249066006,8784,9.2245533375,4.8016602881,5.9455071222,6.9489003301,141.2249066006
MI_B2149,45.53608285,9.30348295,106.2084267810,8784,7.3603198481,3.3050107719,4.8945261571,5.8425781810,106.2084267810
MI_B2150,45.53606661,9.30950255,69.4088668908,8784,4.5805207672,2.1738035607,3.1389653165,3.8115364143,69.4088668908
MI_B2151,45.54071553,9.01453815,165.3719094957,8784,15.2434478500,8.2971546608,10.7771799729,11.1204945673,165.3719094957
MI_B2152,45.54071459,9.02055835,102.6779830060,8784,10.7453792195,5.3054385238,7.1926031973,7.4084864814,102.6779830060
MI_B2153,45.54071335,9.02657855,133.9330891802,8784,11.8593241080,5.9833440537,7.7809962297,8.0415481074,133.9330891802
MI_B2154,45.54071180,9.03259875,123.5188868910,8784,9.4303101236,5.1523398858,6.2054519519,6.6482830742,123.5188868910
MI_B2155,45.54070992,9.03861895,157.3583532694,8784,12.6604692713,7.0348976665,8.1425553448,8.8697017920,157.3583532694
MI_B2156,45.54070773,9.04463915,233.2284462852,8784,22.0718490596,11.3427785541,14.1568347917,15.2909094760,233.2284462852
MI_B2157,45.54070520,9.05065935,187.5955672643,8784,13.9073765666,7.0505167493,8.9924108496,9.8540392956,187.5955672643
MI_B2158,45.54070238,9.05667955,147.0758335027,8784,6.5183441697,3.0764865589,4.3692803004,4.5852455659,147.0758335027
MI_B2159,45.54069923,9.06269974,242.3533000506,8784,9.0476223924,4.6979843784,5.8040598250,6.3509807233,242.3533000506
MI_B2160,45.54069577,9.06871994,420.8610211451,8784,14.7988105085,8.4501792253,9.1263595159,10.7053573583,420.8610211451
MI_B2161,45.54069199,9.07474014,344.9471425464,8784,13.3018417389,7.6400006726,8.1637259257,9.5084420508,344.9471425464
MI_B2162,45.54068788,9.08076033,124.1072188844,8784,7.9000075111,4.5673913504,4.8295318389,5.1465361839,124.1072188844
MI_B2163,45.54068350,9.08678053,137.9869459073,8784,8.1078515557,4.6234516439,5.1293275390,5.6850060056,137.9869459073
MI_B2164,45.54067874,9.09280071,101.2728509039,8784,6.6965254720,3.9298758590,4.3264930206,4.8139520293,101.2728509039
MI_B2165,45.54067369,9.09882090,120.9105896570,8784,7.8569218950,4.6185889328,5.1434270950,5.7334360185,120.9105896570
MI_B2166,45.54066834,9.10484109,157.4832919383,8784,9.4698312968,5.4627155636,6.2840080694,6.9094764351,157.4832919383
MI_B2167,45.54066265,9.11086128,261.6977470534,8784,18.3104984970,13.6980069415,12.6858271917,14.0507707246,261.6977470534
MI_B2168,45.54065661,9.11688145,336.5043915203,8784,26.2966769231,20.6274437788,17.8520186819,19.9161147310,336.5043915203
MI_B2169,45.54065035,9.12290165,294.8904066310,8784,22.1425430989,19.6302217979,14.0884716490,15.2052468495,294.8904066310
MI_B2170,45.54064368,9.12892182,353.2236405233,8784,21.1767429168,17.9906303433,12.5301652041,13.0756695348,353.2236405233
MI_B2171,45.54063675,9.13494200,185.5522481220,8784,12.4923150632,9.3555782117,8.0365427508,8.3222839910,185.5522481220
MI_B2172,45.54062947,9.14096218,155.8779527132,8784,10.8960646313,12.4909478631,7.3868032569,7.7904699714,155.8779527132
MI_B2173,45.54062187,9.14698235,107.4745899589,8784,7.4990716611,17.9507008758,5.4051705549,5.5441201967,107.4745899589
MI_B2174,45.54061401,9.15300253,86.8890666446,8784,8.1501312695,5.7776078748,5.9896903856,6.6999938914,86.8890666446
MI_B2175,45.54060576,9.15902269,164.7084498099,8784,12.9888980970,6.1114303182,9.6782939649,11.1046386335,164.7084498099
MI_B2176,45.54059720,9.16504285,376.0507021951,8784,21.5132006290,11.4956695114,16.2976350207,17.4658188543,376.0507021951
MI_B2177,45.54058837,9.17106302,273.4467306725,8784,20.1980604808,9.7075557269,15.1240512647,16.8741793181,273.4467306725
MI_B2178,45.54057919,9.17708318,440.5029526313,8784,28.0220228570,13.6656880708,19.8193919571,20.9446567208,440.5029526313
MI_B2179,45.54056972,9.18310334,391.3237217372,8784,26.4072496248,14.9303894183,18.2718593706,19.1168104608,391.3237217372
MI_B2180,45.54055989,9.18912349,357.9943546401,8784,30.8957727216,17.0627399283,23.4039322042,24.5272642747,357.9943546401
MI_B2181,45.54054976,9.19514364,716.3784054734,8784,47.6365868064,27.0580966059,32.6608140803,33.4856766255,716.3784054734
MI_B2182,45.54053931,9.20116378,150.0897509671,8784,12.3693633087,6.1973308300,7.6790482089,8.1321341853,150.0897509671
MI_B2183,45.54052855,9.20718393,70.5637003813,8784,5.1940985974,2.9813123268,3.2576904331,3.2877683824,70.5637003813
MI_B2184,45.54051746,9.21320407,198.9324575048,8784,13.6570373436,6.7094528108,7.2575950648,8.2766911175,198.9324575048
MI_B2185,45.54050613,9.21922422,404.6673805959,8784,26.5434497696,13.3859365086,16.3148128134,18.0378026985,404.6673805959
MI_B2186,45.54049439,9.22524435,630.8822089301,8784,44.2514690830,21.3758038268,26.3062476582,28.8852093462,630.8822089301
MI_B2187,45.54048232,9.23126447,676.0289534575,8784,56.6085909344,24.6193851713,34.8544791532,39.6757495858,676.0289534575
MI_B2188,45.54046999,9.23728460,843.5283868648,8784,62.0185818705,30.0959858898,39.0143131316,43.8535413667,843.5283868648
MI_B2189,45.54045733,9.24330472,303.2042446903,8784,25.6655374276,12.6308742774,16.1466586366,19.2252326159,303.2042446903
MI_B2190,45.54044437,9.24932484,66.4232083092,8784,5.3024651672,3.6473152542,3.5387184773,4.1548996081,66.4232083092
MI_B2191,45.54043102,9.25534494,98.6972647948,8784,6.6387682691,4.6900566752,4.9569645067,5.5328576029,98.6972647948
MI_B2192,45.54041743,9.26136506,140.3149343382,8784,9.1476497770,5.6644025976,6.7334887841,7.6921653023,140.3149343382
MI_B2193,45.54040349,9.26738516,271.4012432324,8784,15.5530490700,7.7407449945,11.2500455753,12.4339569225,271.4012432324
MI_B2194,45.54038930,9.27340527,216.1435299678,8784,15.3377413393,8.4592452368,9.4280943646,9.7302900587,216.1435299678
MI_B2195,45.54037468,9.27942536,269.0810835787,8784,19.5185514573,6.9638328062,12.2214570767,13.2916487482,269.0810835787
MI_B2196,45.54035979,9.28544545,282.6927108242,8784,19.5107675327,9.4415354970,13.9707104144,14.9223704835,282.6927108242
MI_B2197,45.54034456,9.29146553,216.4616588494,8784,14.2409610463,8.0928358913,10.4782625749,11.3807971462,216.4616588494
MI_B2198,45.54032912,9.29748563,190.3568218556,8784,10.4017953018,5.2894314352,7.6351532115,8.3170422391,190.3568218556
MI_B2199,45.54031323,9.30350570,133.9514683202,8784,8.8943273560,4.4099739329,5.8012095412,6.6698942919,133.9514683202
MI_B2200,45.54029711,9.30952578,163.7896302796,8784,10.8354528816,6.2248613262,6.6889010194,7.3424844102,163.7896302796
MI_B2201,45.54494602,9.01453924,101.6999362412,8784,11.6513017829,7.2445820496,8.8938675899,9.0602537423,101.6999362412
MI_B2202,45.54494508,9.02055989,71.9807719580,8784,8.8898777590,5.4320491061,6.5939451297,6.7336939367,71.9807719580
MI_B2203,45.54494388,9.02658055,98.1128558704,8784,7.7504994586,4.6295201019,5.2757211557,5.6534731852,98.1128558704
MI_B2204,45.54494226,9.03260119,107.2479606792,8784,7.2087076201,4.3401028557,4.7975889896,5.3425276337,107.2479606792
MI_B2205,45.54494042,9.03862185,107.9792397682,8784,7.2695173067,4.3811926228,4.8292193284,5.3829346827,107.9792397682
MI_B2206,45.54493817,9.04464249,90.8063864133,8784,7.1321703132,4.3388172361,4.5690394619,5.2303556883,90.8063864133
MI_B2207,45.54493570,9.05066315,95.9143631888,8784,7.1788948144,3.9683664933,4.6421092979,5.4484940363,95.9143631888
MI_B2208,45.54493289,9.05668380,136.3019528518,8784,8.0679125506,3.6032897461,5.5710085323,6.3002901277,136.3019528518
MI_B2209,45.54492976,9.06270445,250.3852338194,8784,10.5715122469,5.4868858039,6.8244639186,7.8808125097,250.3852338194
MI_B2210,45.54492624,9.06872509,418.5657081177,8784,14.8534752026,8.5459565735,9.1493379658,10.7848952307,418.5657081177
MI_B2211,45.54492247,9.07474574,224.9643509617,8784,10.7338238455,6.1416673242,6.5680401898,7.1843449538,224.9643509617
MI_B2212,45.54491839,9.08076639,132.6806552050,8784,8.4337830477,4.8315057878,5.1251401979,5.4095395781,132.6806552050
MI_B2213,45.54491395,9.08678703,143.4816877775,8784,8.3306461566,4.7331137682,5.2716555638,5.8240178626,143.4816877775
MI_B2214,45.54490926,9.09280768,126.7336715214,8784,6.8353285460,3.7709176376,4.4186129573,4.8984984148,126.7336715214
MI_B2215,45.54490417,9.09882831,185.4763531691,8784,10.2325646288,5.6000151362,6.4609112717,7.2102674392,185.4763531691
MI_B2216,45.54489878,9.10484894,220.5900057205,8784,14.7859282525,11.3847829489,10.1152200329,11.4865301605,220.5900057205
MI_B2217,45.54489317,9.11086960,344.1524259050,8784,25.1818865005,19.2511782363,17.7634718222,20.5977678207,344.1524259050
MI_B2218,45.54488714,9.11689023,345.9216355348,8784,27.4620514885,18.9996571357,18.1684217798,20.3525141539,345.9216355348
MI_B2219,45.54488083,9.12291086,187.2980818811,8784,13.3461605840,9.3249557841,8.2711743361,8.5981388759,187.2980818811
MI_B2220,45.54487419,9.12893149,195.9637550576,8784,13.9590911569,15.2172525703,8.3753607195,8.7709064300,195.9637550576
MI_B2221,45.54486722,9.13495212,154.2870329497,8784,11.1407023109,14.0657659546,6.8708427557,7.1369242250,154.2870329497
MI_B2222,45.54485996,9.14097275,101.8086612150,8784,6.4983407656,26.0176066610,4.7256681388,4.8341266426,101.8086612150
MI_B2223,45.54485237,9.14699337,99.4686018077,8784,6.2749978982,26.5546539122,4.6233519737,4.7187159803,99.4686018077
MI_B2224,45.54484443,9.15301399,120.2969334443,8784,8.5228819363,18.5528693910,6.3716639347,6.8798526107,120.2969334443
MI_B2225,45.54483626,9.15903462,187.9882266171,8784,13.1181970348,6.7181483923,9.4468342688,10.9116397162,187.9882266171
MI_B2226,45.54482769,9.16505523,407.4457865479,8784,22.5686689652,11.3578024287,14.3691250844,16.1659514191,407.4457865479
MI_B2227,45.54481883,9.17107584,323.6811965737,8784,22.5128078985,11.1957701625,15.4813093307,16.9550251555,323.6811965737
MI_B2228,45.54480966,9.17709646,440.9610686173,8784,27.9969075253,13.8452207333,19.2839545833,20.3504338608,440.9610686173
MI_B2229,45.54480019,9.18311707,579.7007616396,8784,33.2825155795,16.1286201233,22.2724438533,23.1939413543,579.7007616396
MI_B2230,45.54479037,9.18913767,380.3018295141,8784,26.0796900117,12.6460084542,18.8708728995,20.9327646032,380.3018295141
MI_B2231,45.54478024,9.19515828,371.0041309018,8784,25.0694484343,12.5630533250,17.5390439034,18.8804389637,371.0041309018
MI_B2232,45.54476977,9.20117887,158.2887293020,8784,11.8962002245,5.2752092081,7.9847810302,8.3764247394,158.2887293020
MI_B2233,45.54475903,9.20719947,160.5750503117,8784,12.6514084894,5.9547545322,9.0440982813,9.7562714338,160.5750503117
MI_B2234,45.54474798,9.21322007,198.4435841648,8784,20.3555186835,9.9735032866,14.7695790886,16.3147131113,198.4435841648
MI_B2235,45.54473656,9.21924065,242.2275019561,8784,22.8742319748,10.8403857058,18.1018697053,20.0044576640,242.2275019561
MI_B2236,45.54472486,9.22526124,375.7615232234,8784,30.6879626302,13.9000449957,21.3354124351,24.1832384341,375.7615232234
MI_B2237,45.54471280,9.23128181,604.0919369571,8784,51.8770511041,22.9337839574,33.9681330630,38.7734596582,604.0919369571
MI_B2238,45.54470048,9.23730240,503.6101760227,8784,43.4040299302,20.3291821013,29.1532905605,33.4772593677,503.6101760227
MI_B2239,45.54468776,9.24332296,270.9638099138,8784,26.6484981212,13.5480293963,16.7885843284,21.3418058946,270.9638099138
MI_B2240,45.54467486,9.24934355,110.8676638565,8784,7.9290740800,4.6676148001,5.5887833901,6.4325015761,110.8676638565
MI_B2241,45.54466151,9.25536410,156.1204427817,8784,10.3216348655,5.2349745567,7.5550465310,8.2760402919,156.1204427817
MI_B2242,45.54464793,9.26138467,147.6650381274,8784,10.4531752518,5.0789787323,7.4451813207,8.3071455465,147.6650381274
MI_B2243,45.54463393,9.26740521,298.5431088154,8784,19.5655602043,10.0552232293,12.6095633143,13.7338836877,298.5431088154
MI_B2244,45.54461970,9.27342577,231.4110728531,8784,17.8968282949,9.7258811992,11.3601794328,12.8655857996,231.4110728531
MI_B2245,45.54460516,9.27944632,248.6207895687,8784,16.3221624348,8.3112653920,11.4044498937,13.5989818134,248.6207895687
MI_B2246,45.54459025,9.28546686,297.8212361482,8784,17.9552134212,9.8252074955,13.2673919246,14.1227504862,297.8212361482
MI_B2247,45.54457505,9.29148740,240.1930020179,8784,14.3344582674,7.8606604653,10.9366672785,11.5674902525,240.1930020179
MI_B2248,45.54455952,9.29750793,257.6787697283,8784,15.1480404659,8.2733309016,11.0481106603,11.5392707582,257.6787697283
MI_B2249,45.54454371,9.30352847,272.1052444742,8784,17.7477701929,10.1685488292,11.1112812718,11.5335907218,272.1052444742
MI_B2250,45.54452754,9.30954899,248.1980954879,8784,17.0295923103,9.9196617949,10.0513873705,10.5867924982,248.1980954879
MI_B2251,45.54917649,9.01454032,122.7299554228,8784,11.4470912862,7.4456070768,8.0924075284,8.2183437727,122.7299554228
MI_B2252,45.54917560,9.02056144,97.8488642489,8784,9.1723911142,6.0321958383,6.3643877124,6.4682035777,97.8488642489
MI_B2253,45.54917432,9.02658253,116.3966081069,8784,7.9125469159,4.8866301539,5.3468136254,5.6967267669,116.3966081069
MI_B2254,45.54917282,9.03260365,108.2354251914,8784,7.2631279113,4.3740195554,4.8249055494,5.3727697683,108.2354251914
MI_B2255,45.54917087,9.03862474,97.0712119988,8784,6.9576460797,4.1720763633,4.5295009251,5.1674756962,97.0712119988
MI_B2256,45.54916876,9.04464586,85.7152051242,8784,6.4551795006,3.9575805929,4.1741534720,4.8762128309,85.7152051242
MI_B2257,45.54916619,9.05066695,96.4909614919,8784,5.9449820265,3.4971045567,3.9991642175,4.7696709913,96.4909614919
MI_B2258,45.54916339,9.05668805,119.5873398772,8784,7.3794381409,3.6517734572,5.1079219319,5.8883256431,119.5873398772
